       coarse                      fine        
140 0.900,0.893        140 0.882,0.891
141 0.900,0.893        141 0.883,0.891
142 0.900,0.893        142 0.883,0.891
143 0.901,0.894        143 0.882,0.891
144 0.900,0.893        144 0.884,0.893
145 0.900,0.893        145 0.884,0.891
146 0.900,0.893        146 0.883,0.891
147 0.900,0.893        147 0.882,0.891
148 0.901,0.894        148 0.883,0.891
149 0.902,0.894        149 0.883,0.890
150 0.902,0.894        150 0.883,0.891
151 0.902,0.894        151 0.884,0.891
152 0.902,0.894        152 0.884,0.891
153 0.901,0.894        153 0.885,0.892
154 0.901,0.894        154 0.885,0.892
155 0.901,0.894        155 0.885,0.892
156 0.901,0.894        156 0.884,0.892
157 0.901,0.895        157 0.884,0.891
158 0.901,0.894        158 0.884,0.892
159 0.901,0.895        159 0.884,0.893
160 0.901,0.896        160 0.884,0.892
161 0.902,0.895        161 0.884,0.893
162 0.902,0.895        162 0.884,0.893
163 0.902,0.895        163 0.884,0.892
164 0.902,0.895        164 0.884,0.892
165 0.902,0.895        165 0.884,0.892
166 0.902,0.895        166 0.883,0.892
167 0.902,0.896        167 0.882,0.891
168 0.902,0.895        168 0.882,0.891
169 0.902,0.896        169 0.883,0.892
170 0.903,0.896        170 0.882,0.891
171 0.902,0.896        171 0.882,0.892
