fold, roc_auc, pr_auc
1, 0.0833333333333, 0.139880952381
2, 0.666666666667, 0.2875
3, 0.583333333333, 0.613095238095
4, 0.583333333333, 0.245833333333
5, 0.166666666667, 0.0833333333333
6, 0.333333333333, 0.1
7, 0.6, 0.633333333333
8, 0.5, 0.245833333333
9, 0.5, 0.245833333333
10, 0.2, 0.183333333333
