       coarse                      fine        
140 0.900,0.887        140 0.886,0.895
141 0.900,0.887        141 0.885,0.894
142 0.901,0.888        142 0.885,0.894
143 0.900,0.887        143 0.885,0.894
144 0.900,0.887        144 0.885,0.894
145 0.900,0.887        145 0.885,0.894
146 0.900,0.887        146 0.885,0.894
147 0.900,0.888        147 0.885,0.894
148 0.901,0.891        148 0.885,0.894
149 0.901,0.890        149 0.886,0.894
150 0.900,0.890        150 0.886,0.894
151 0.900,0.890        151 0.886,0.895
152 0.901,0.890        152 0.887,0.895
153 0.900,0.890        153 0.886,0.895
154 0.900,0.890        154 0.887,0.895
155 0.900,0.890        155 0.887,0.895
156 0.900,0.891        156 0.887,0.895
157 0.898,0.890        157 0.887,0.894
158 0.898,0.890        158 0.887,0.894
159 0.900,0.892        159 0.886,0.895
160 0.900,0.892        160 0.884,0.893
161 0.901,0.892        161 0.884,0.892
162 0.901,0.892        162 0.883,0.892
163 0.901,0.893        163 0.883,0.893
164 0.902,0.893        164 0.884,0.893
165 0.902,0.892        165 0.885,0.893
166 0.902,0.892        166 0.886,0.894
167 0.903,0.894        167 0.887,0.895
168 0.904,0.894        168 0.888,0.896
169 0.903,0.894        169 0.888,0.897
170 0.904,0.894        170 0.888,0.896
171 0.904,0.895        171 0.889,0.891
