       coarse                      fine        
140 0.901,0.900        140 0.891,0.892
141 0.901,0.900        141 0.891,0.892
142 0.900,0.900        142 0.892,0.892
143 0.900,0.900        143 0.892,0.893
144 0.902,0.901        144 0.891,0.892
145 0.902,0.901        145 0.891,0.892
146 0.902,0.901        146 0.891,0.892
147 0.902,0.902        147 0.892,0.893
148 0.902,0.902        148 0.892,0.893
149 0.903,0.902        149 0.892,0.893
150 0.903,0.896        150 0.891,0.893
151 0.905,0.896        151 0.891,0.893
152 0.906,0.897        152 0.891,0.893
153 0.906,0.897        153 0.892,0.893
154 0.906,0.897        154 0.892,0.893
155 0.906,0.897        155 0.892,0.893
156 0.906,0.897        156 0.892,0.893
157 0.906,0.897        157 0.892,0.893
158 0.906,0.897        158 0.891,0.892
159 0.906,0.898        159 0.890,0.892
160 0.905,0.897        160 0.890,0.892
161 0.905,0.897        161 0.890,0.892
162 0.905,0.897        162 0.890,0.892
163 0.905,0.897        163 0.889,0.891
164 0.905,0.897        164 0.892,0.893
165 0.905,0.897        165 0.892,0.893
166 0.905,0.898        166 0.892,0.893
167 0.905,0.898        167 0.892,0.893
168 0.906,0.898        168 0.888,0.890
169 0.905,0.898        169 0.888,0.890
170 0.905,0.898        170 0.888,0.890
171 0.903,0.897        171 0.888,0.890
